experiment_id,overall_rmse,length_present_rmse,length_missing_rmse,overall_bias,length_missing_bias
B002,13.049999410181654,10.416568801311644,25.31153463393647,0.021949676541146802,0.1596153449019562
E201,13.04971002530649,10.417174300896491,25.308352902836372,0.02280848487210073,0.18463145409682266
